	코드	종목명	평가손익	평가수익률	매입가	보유량	가능수량	현재가	등락률	전일	금일	매입금액	평가금액	수수료	세금	통화	손익분기매입가	환율	국가	거래소	종목풀코드
	'TECL	DIREXION TECHNOLOGY BULL 3X ETF	"-536.6507"	"-28.28%"	"61.2078"	"31"	"31"	"43.9700"	"-8.45%"	"0"	"0"	"1,897.4407"	"1,363.0700"	"2.28"	"0"	USD	"61.2813"	1243.50	미국	미국	NYTECL
