	코드	종목명	평가손익	평가수익률	매입가	보유량	가능수량	현재가	등락률	전일	금일	매입금액	평가금액	수수료	세금	통화	손익분기매입가	환율	국가	거래소	종목풀코드
	'TECL	DIREXION TECHNOLOGY BULL 3X ETF	"32.3860"	"0.44%"	"85.3737"	"86"	"86"	"85.8700"	"-3.17%"	"30"	"0"	"7,342.1340"	"7,384.8200"	"10.30"	"0"	USD	"85.4934"	1196.50	미국	미국	NYTECL
