매도일자	종목코드	종목명	청산수량	매입평균가	매입금액	매도평균가	매도금액	수수료+제세금	손익금액	수익률(%)	국가	거래소
2021/12/27	'TQQQ	PROETF ULTRAPRO QQQ	"52"	"160.1200"	"8,326.0000"	"173.3900"	"9,016.2800"	"12.1100"	"678.1800"	"8.14"	미국	미국
