매도일자	종목코드	종목명	청산수량	매입평균가	매입금액	매도평균가	매도금액	수수료+제세금	손익금액	수익률(%)	국가	거래소
2022/01/05	'SOXL	DIREXION DAILY SEMICONDUCTOR BULL 3X ET	"49"	"68.3600"	"3,349.4400"	"71.3900"	"3,498.1100"	"4.8000"	"143.8700"	"4.29"	미국	미국
