매도일자	종목코드	종목명	청산수량	매입평균가	매입금액	매도평균가	매도금액	수수료+제세금	손익금액	수익률(%)	국가	거래소
2022/01/11	'TQQQ	PROETF ULTRAPRO QQQ	"14"	"158.1400"	"2,213.9800"	"148.1900"	"2,074.5900"	"3.0000"	"-142.3900"	"-6.43"	미국	미국
